tblname,name,poly,incomeShared,senateIdShared
1,ABBY KELLEY FOSTER HOUSE INC,"<Point><coordinates>-71.804336,42.261837</coordinates></Point>",1416215,10
1,ABBY KELLEY FOSTER PARENT TEACHER ORGANIZATION,"<Point><coordinates>-71.802134,42.305572</coordinates></Point>",0,10
1,ABC CONNECTS INC,"<Point><coordinates>-71.123717,42.378336</coordinates></Point>",0,26
1,ABC MASCONOMET INC,"<Point><coordinates>-70.927109,42.662584</coordinates></Point>",62314,21
1,ABC OF MASSACHUSETTS,"<Point><coordinates>-71.533837,42.595765</coordinates></Point>",NA,13
1,ABCD COMMUNITY PROPERTIES INC,"<Point><coordinates>-71.064471,42.352695</coordinates></Point>",0,27
1,ABCD LOW COST HOUSING INC,"<Point><coordinates>-71.064471,42.352695</coordinates></Point>",4871,27
1,ABEKAM,"<Point><coordinates>-71.090868,42.319865</coordinates></Point>",419610,2
1,ABERDALE FOUNDATION,"<Point><coordinates>-71.444756,42.47721</coordinates></Point>",3180,14
1,ABIA AMERICAN ASSOCIATION INC,"<Point><coordinates>-71.087,42.27232</coordinates></Point>",0,1
1,ABIDING TRUTH MINISTRIES,"<Point><coordinates>-72.604842,42.170731</coordinates></Point>",91049,5
1,ABIGAIL ADAMS HISTORICAL SOCIETY INC,"<Point><coordinates>-70.946713,42.245933</coordinates></Point>",0,34
1,ABINGTON ELDERLY SVCS INC,"<Point><coordinates>-70.932718,42.104404</coordinates></Point>",0,33
1,ABINGTON GREEN WAVE BOOSTERS INC,"<Point><coordinates>-70.949489,42.129267</coordinates></Point>",68777,33
1,ABINGTON YOUTH SOCCER ASSOCIATION,"<Point><coordinates>-70.949489,42.129267</coordinates></Point>",0,33
1,ABLE MADE FOUNDATION,"<Point><coordinates>-71.055681,42.292744</coordinates></Point>",NA,1
1,ABODES INC,"<Point><coordinates>-72.521783,42.417848</coordinates></Point>",0,6
1,ABORTION RIGHTS FUND OF WESTERN MASSACHUSETTS INC,"<Point><coordinates>-72.513183,42.384494</coordinates></Point>",69392,6
1,ABOUT-FACE HEALING INC,"<Point><coordinates>-71.112307,42.323455</coordinates></Point>",NA,2
1,ABOVE ALL CHRISTIAN CENTER,"<Point><coordinates>-71.061993,42.197322</coordinates></Point>",NA,32
1,ABOVE ALL COMMUNITY DEVELOPMENT SERVICES INC,"<Point><coordinates>-71.019398,42.091654</coordinates></Point>",NA,35
1,ABOVE AND BEYOND MINISTRIES INC,"<Point><coordinates>-70.799741,42.220398</coordinates></Point>",51255,34
1,ABOVE THE CLOUDS INC,"<Point><coordinates>-71.225392,42.204063</coordinates></Point>",NA,30
1,ABRAHAM AND MARILYN LEVOVITZ FAMILY FOUNDATION,"<Point><coordinates>-71.222919,42.304421</coordinates></Point>",868,17
1,ABRAHAM DOVEK MEMORIAL FOUNDATION,"<Point><coordinates>-71.15191,42.344224</coordinates></Point>",340,28
1,ABRAHAM KAPLAN CHARITABLE FOUNDATION,"<Point><coordinates>-70.836991,42.500096</coordinates></Point>",359799,22
1,ABRAHAM PATH INITIATIVE INC,"<Point><coordinates>-71.159452,42.263573</coordinates></Point>",498367,30
1,ABRAHAM SHAPIRO CHARITY FUND TRUST,"<Point><coordinates>-71.228225,42.30609</coordinates></Point>",1445050,17
1,ABRAHAM W RIZIKA FOUNDATION,"<Point><coordinates>-71.11934,42.32759</coordinates></Point>",21092,29
1,ABRAMS FOUNDATION INC,"<Point><coordinates>-71.073067,42.351243</coordinates></Point>",835086,0
1,ABUNDANT FAITH FAMILY CHURCH,"<Point><coordinates>-70.986282,41.965286</coordinates></Point>",NA,36
1,ABUNDANT GRACE CHURCH OF BOSTON,"<Point><coordinates>-71.161847,42.354727</coordinates></Point>",NA,28
1,ABUNDANT HOPE PREGNANCY RESOURCE CENTER INC,"<Point><coordinates>-71.287173,41.942167</coordinates></Point>",0,31
1,ABUNDANT LIFE ASSEMBLY OF GOD,"<Point><coordinates>-71.297882,41.768876</coordinates></Point>",NA,37
1,ABUNDANT LIFE CHRISTIAN CENTER,"<Point><coordinates>-71.165253,42.556878</coordinates></Point>",NA,20
1,ABUNDANT LIFE CHURCH INC,"<Point><coordinates>-71.110883,42.365386</coordinates></Point>",NA,27
1,ABUNDANT LIFE COMMUNITY CHURCH,"<Point><coordinates>-70.752408,41.829812</coordinates></Point>",NA,36
1,ABUNDANT LIFE COUNSELING CENTER INCORPORATED,"<Point><coordinates>-71.11123,42.359091</coordinates></Point>",0,27
1,ABUNDANT LIFE DELIVERANCE TEMPLE,"<Point><coordinates>-71.080627,42.286173</coordinates></Point>",NA,1
1,ABUNDANT TABLE INC,"<Point><coordinates>-71.331793,42.117511</coordinates></Point>",40207,17
1,ABUSE VICTIM HOTLINE INC,"<Point><coordinates>-70.999287,42.410002</coordinates></Point>",0,27
1,AC MILAN BOSTON,"<Point><coordinates>-71.176062,42.354405</coordinates></Point>",480182,29
1,ACA SCHOLARSHIP TR,"<Point><coordinates>-71.089766,41.795935</coordinates></Point>",270951,37
1,ACA SOCCER INC,"<Point><coordinates>-71.166651,42.422543</coordinates></Point>",158293,24
1,ACACIA CLUB OF DRACUT INC,"<Point><coordinates>-71.30201,42.67037</coordinates></Point>",0,18
1,ACADEMIC & BEHAVIORAL CLINIC INC,"<Point><coordinates>-71.089474,42.290426</coordinates></Point>",2404791,0
1,ACADEMIC INTERNSHIP COUNCIL INC,"<Point><coordinates>-71.050197,42.349979</coordinates></Point>",539025,1
1,ACADEMIC-INDUSTRY RESEARCH NETWORK,"<Point><coordinates>-71.118275,42.385833</coordinates></Point>",142067,26
1,ACADEMY AT CHARLEMONT,"<Point><coordinates>-72.82573,42.618786</coordinates></Point>",2896757,4
1,ACADEMY AT FOXBOROUGH INC,"<Point><coordinates>-71.237829,42.074634</coordinates></Point>",421266,31
1,ACADEMY AVENUE SCHOOL PARENT COUNCIL,"<Point><coordinates>-70.942752,42.220853</coordinates></Point>",0,34
1,ACADEMY DEVELOPMENT PARTNERS INC,"<Point><coordinates>-71.157361,42.415097</coordinates></Point>",NA,24
1,ACADEMY FOR INTERNATIONAL SCHOOL HEADS,"<Point><coordinates>-70.293052,41.68119</coordinates></Point>",343890,40
1,ACADEMY FOR MYOTHERAPY AND PHYSICAL FITNESS,"<Point><coordinates>-73.28111,42.357336</coordinates></Point>",458917,4
1,ACADEMY HILL CENTER FOR GIFTED CHILDREN INC,"<Point><coordinates>-72.584325,42.135514</coordinates></Point>",1519503,3
1,ACADEMY OF KOTON-RYU AND TAI-CHI-CHUAN INC,"<Point><coordinates>-71.095329,42.325098</coordinates></Point>",0,2
1,ACADEMY OF LIFELONG LEARNING OF CAPE COD INC,"<Point><coordinates>-70.339747,41.690438</coordinates></Point>",119385,40
1,ACADEMY OF MANAGED CARE PHARMACY,"<Point><coordinates>-71.103076,42.337057</coordinates></Point>",NA,28
1,ACADEMY OF NOTRE DAME AT TYNGSBORO INC,"<Point><coordinates>-71.421278,42.671972</coordinates></Point>",NA,13
1,ACADEMY OF PERFORMING ARTS INCORPORATED,"<Point><coordinates>-70.00107,41.7899</coordinates></Point>",527533,40
1,ACADEMY OF THE PACIFIC RIM CHARTER SCHOOL FOUNDATION INC,"<Point><coordinates>-71.133589,42.244501</coordinates></Point>",100924,30
1,ACADIEN SOCIAL CLUB,"<Point><coordinates>-71.999908,42.575606</coordinates></Point>",211199,9
1,ACCA NEW ENGLAND INC,"<Point><coordinates>-71.303138,41.969025</coordinates></Point>",104870,17
1,ACCELERATED COLLEGE EXPERIENCES INC,"<Point><coordinates>-71.121097,42.309661</coordinates></Point>",31372,2
1,ACCELERATED CURE PROJECT INC,"<Point><coordinates>-71.256949,42.397109</coordinates></Point>",1419726,16
1,ACCEPT COLLABORATIVE,"<Point><coordinates>-71.360987,42.301824</coordinates></Point>",NA,15
1,ACCEPT INC,"<Point><coordinates>-69.99708,41.684121</coordinates></Point>",2106,40
1,ACCESO INC,"<Point><coordinates>-71.123046,42.343097</coordinates></Point>",32343,29
1,ACCESS ART CORP INTERNATIONAL,"<Point><coordinates>-70.909696,41.60787</coordinates></Point>",0,38
1,ACCESS BELLINGHAM INC,"<Point><coordinates>-71.455616,42.120931</coordinates></Point>",319310,12
1,ACCESS BETTER LEARNING AND EDUCATION,"<Point><coordinates>-71.074349,42.348934</coordinates></Point>",104861,28
1,ACCESS FOR COMMUNITY ENHANCEMENT SERVICES INC,"<Point><coordinates>-70.859686,41.64446</coordinates></Point>",53505,38
1,ACCESS OXFORD INC,"<Point><coordinates>-71.855444,42.109223</coordinates></Point>",141345,12
1,ACCESS SOLUTIONS FOR LIFE INC,"<Point><coordinates>-72.570813,42.11781</coordinates></Point>",0,3
1,ACCESS STRATEGIES FUND,"<Point><coordinates>-71.111441,42.367235</coordinates></Point>",3087066,27
1,ACCESSABILITY ALTERNATIVES INC,"<Point><coordinates>-72.437179,42.581007</coordinates></Point>",0,6
1,ACCION INTERNATIONAL,"<Point><coordinates>-71.079616,42.381675</coordinates></Point>",17104243,26
1,ACCUTEST INC,"<Point><coordinates>-71.43784,42.57926</coordinates></Point>",1041629,13
1,ACE IT EDUCATION INC,"<Point><coordinates>-71.102934,42.347593</coordinates></Point>",593403,28
1,ACE MENTOR PROGRAM OF AMERICA INC,"<Point><coordinates>-71.061488,42.364154</coordinates></Point>",0,27
1,ACE MV INC,"<Point><coordinates>-70.52947,41.391061</coordinates></Point>",54585,40
1,ACE SKI CLUB-NORTHEAST,"<Point><coordinates>-71.671737,42.652867</coordinates></Point>",0,9
1,ACHIEVEMISSION INC,"<Point><coordinates>-71.10915,42.430279</coordinates></Point>",352058,25
1,ACI - CAPE ANN INC,"<Point><coordinates>-70.618057,42.657866</coordinates></Point>",133594,20
1,ACME THEATER PRODUCTIONS INC,"<Point><coordinates>-71.439622,42.427722</coordinates></Point>",43954,14
1,ACOAXET CLUB INC,"<Point><coordinates>-71.111123,41.510414</coordinates></Point>",2139570,37
1,ACORD INC,"<Point><coordinates>-70.876612,42.610918</coordinates></Point>",120085,20
1,ACORN FOUNDATION,"<Point><coordinates>-71.303252,42.353975</coordinates></Point>",11118105,16
1,ACPI-NEW ENGLAND,"<Point><coordinates>-71.148865,42.402617</coordinates></Point>",0,24
1,ACRE FAMILY DAY CARE CORPORATION,"<Point><coordinates>-71.310902,42.646141</coordinates></Point>",3965379,13
1,ACRE TRIANGLE COMMUNITY DEVELOPMENT CORPORATION,"<Point><coordinates>-71.321634,42.650424</coordinates></Point>",172293,13
1,ACRES OF PINES INC,"<Point><coordinates>-70.24934,41.6474</coordinates></Point>",0,40
1,ACT NOW INC,"<Point><coordinates>-72.511863,42.375799</coordinates></Point>",63615,6
1,ACTING OUT THEATER COMPANY,"<Point><coordinates>-71.151629,42.706124</coordinates></Point>",141565,18
1,ACTING SINGERS PROJECT,"<Point><coordinates>-71.142004,42.282749</coordinates></Point>",0,30
1,ACTION AND AID FOR CHILDREN IN THE NFORMATION SOCIETY INC,"<Point><coordinates>-71.028412,42.089213</coordinates></Point>",0,35
1,ACTION CENTER FOR COLLEGE EDUCATIONAL SVS & SCHOLARSHIP FDN,"<Point><coordinates>-71.118346,42.393156</coordinates></Point>",3431063,25
1,ACTION CENTERED TUTORING SERVICES,"<Point><coordinates>-72.586156,42.103323</coordinates></Point>",53019,3
1,ACTION FOR BOSTON COMMUNITY DEVELOPMENT,"<Point><coordinates>-71.064471,42.352695</coordinates></Point>",150388418,27
1,ACTION FOR BOSTON COMMUNITY DEVELOPMENT REAL ESTATE CORP,"<Point><coordinates>-71.064471,42.352695</coordinates></Point>",4592144,27
1,ACTION FOR CLEAN ENERGY INC,"<Point><coordinates>-71.108195,42.355211</coordinates></Point>",0,27
1,ACTION FOR POST-SOVIET JEWRY INC,"<Point><coordinates>-71.237782,42.371707</coordinates></Point>",155388,16
1,ACTION INC,"<Point><coordinates>-70.661557,42.612961</coordinates></Point>",34886111,20
1,ACTIVE AMPUTEE SUPPORT GROUP INC,"<Point><coordinates>-70.762964,42.201333</coordinates></Point>",302,34
1,ACTIVE HEALING INC,"<Point><coordinates>-70.712207,42.576581</coordinates></Point>",97789,20
1,ACTON AND BOXBOROUGH STUDENT ACTIVITIES FUND INC,"<Point><coordinates>-71.456543,42.477165</coordinates></Point>",91800,14
1,ACTON BARN COOPERATIVE INC,"<Point><coordinates>-71.431896,42.525096</coordinates></Point>",175297,14
1,ACTON BOXBORO YOUTH HOCKEY ASSOCIATION INC,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",400550,14
1,ACTON BOXBOROUGH FRIENDS OF MUSIC INC,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",55007,14
1,ACTON BOXBOROUGH GIRLS YOUTHLACROSSE INC,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",29474,14
1,ACTON BOXBOROUGH NEWCOMERS CLUB C/O JAME JOHNSON,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",0,14
1,ACTON BOXBOROUGH REGIONAL PARENT TEACHER STUDENT ORGANIZATION,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",55213,14
1,ACTON BOXBOROUGH YOUTH LACROSSE INC,"<Point><coordinates>-71.47194,42.487939</coordinates></Point>",39183,14
1,ACTON BOXBOROUGH YOUTH SOCCER INC,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",559966,14
1,ACTON CHILDRENS SCHOOL INC,"<Point><coordinates>-71.475348,42.47893</coordinates></Point>",294247,14
1,ACTON CHINESE LANGUAGE SCHOOL,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",281583,14
1,ACTON CHRISTIAN CHURCH,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",NA,14
1,ACTON CITIZENS FOR ENVIRONMENTAL SAFETY INC,"<Point><coordinates>-71.408717,42.479368</coordinates></Point>",0,14
1,ACTON COMMUNITY ACCESS TELEVISION INC,"<Point><coordinates>-71.420754,42.467292</coordinates></Point>",585519,14
1,ACTON COMMUNITY CENTER INC,"<Point><coordinates>-71.474803,42.474325</coordinates></Point>",38659,14
1,ACTON COMMUNITY CHORUS INC,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",23805,14
1,ACTON COMMUNITY HOUSING CORPORATION,"<Point><coordinates>-71.432904,42.486029</coordinates></Point>",0,14
1,ACTON COMMUNITY SUPPER AND FOOD PANTRY INC,"<Point><coordinates>-71.493215,42.47401</coordinates></Point>",142475,14
1,ACTON CONSERVATION TRUST INC,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",0,14
1,ACTON COOPERATIVE SCHOOL INC,"<Point><coordinates>-71.408535,42.500468</coordinates></Point>",317476,14
1,ACTON GARDEN CLUB INC,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",35342,14
1,ACTON HISTORICAL SOCIETY INCORPORATED,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",0,14
1,ACTON INDOOOR TENNIS ASSOCIATION INC,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",128924,14
1,ACTON MASSACHUSETTS WOMENS CLUB INC,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",74450,14
1,ACTON MEMORIAL LIBRARY FOUNDATION INC,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",32970,14
1,ACTON PUBLIC SCHOOL PRESCHOOL PTO,"<Point><coordinates>-71.456508,42.476865</coordinates></Point>",0,14
1,ACTON-BOXBOROUGH COLONIAL CLUB INC,"<Point><coordinates>-71.416292,42.492515</coordinates></Point>",0,14
1,ACTON-BOXBOROUGH MONDAY NITE QUARTERBACKS ASSOCIATION,"<Point><coordinates>-71.454792,42.460716</coordinates></Point>",25884,14
1,ACTON-BOXBOROUGH REGIONAL HIGH SCHOOL FRIENDS OF DRAMA,"<Point><coordinates>-71.456543,42.477165</coordinates></Point>",0,14
1,ACTON-BOXBOROUGH ROTARY CHARITABLE ENDOWMENT INC,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",0,14
1,ACTON-BOXBOROUGH YOUTH SOFTBALL ASSOCIATION INC,"<Point><coordinates>-71.432051,42.486706</coordinates></Point>",0,14
1,ACTORS SHAKESPEARE PROJECT,"<Point><coordinates>-71.106305,42.389549</coordinates></Point>",1246855,25
1,ACTORS STUDIO OF NEWBURYPORT INC,"<Point><coordinates>-70.866001,42.811047</coordinates></Point>",72082,19
1,ACTORS WORKSHOP THEATRE TRAINING INSTITUTE INC,"<Point><coordinates>-71.140382,42.351344</coordinates></Point>",13271,28
1,ACTS 29 INCORPORATED,"<Point><coordinates>-71.739348,42.509682</coordinates></Point>",NA,9
1,ACTS ABORIGINAL CHRISTIAN TRAINING SERVICES INC,"<Point><coordinates>-71.11509,42.516713</coordinates></Point>",0,23
1,ACTS IN LOVE INC,"<Point><coordinates>-71.308341,42.489987</coordinates></Point>",69941,16
1,ACTUARIES CLUB OF BOSTON,"<Point><coordinates>-71.043427,42.350766</coordinates></Point>",40033,1
1,ACUPUNCTURE & ORIENTAL MEDICINE SOCIETY OF MASSACHUSETTS INC,"<Point><coordinates>-70.886994,42.58065</coordinates></Point>",0,21
1,ACUSHNET COMMUNITY SERVICES INC,"<Point><coordinates>-70.920673,41.701605</coordinates></Point>",0,38
1,ACUSHNET PARENT-TEACHER ORGANIZATION INC,"<Point><coordinates>-70.906836,41.724613</coordinates></Point>",75236,38
1,ACUSHNET POLICE ASSOCIATION,"<Point><coordinates>-70.908286,41.711894</coordinates></Point>",0,38
1,ACUSHNET RIFLE AND PISTOL CLUB INC,"<Point><coordinates>-70.908286,41.711894</coordinates></Point>",0,38
1,ACUSHNET RIVER SAFE BOATING CLUB INC,"<Point><coordinates>-70.906521,41.63988</coordinates></Point>",270361,38
1,ACUSHNET WESLEY UNITED METHODIST CHURCH,"<Point><coordinates>-70.913719,41.682865</coordinates></Point>",NA,38
1,ACUSHNET YOUTH ATHLETIC ASSOCIATION INC,"<Point><coordinates>-70.908286,41.711894</coordinates></Point>",41025,38
1,AD LIB INC,"<Point><coordinates>-73.253177,42.45144</coordinates></Point>",1079957,4
1,AD PARNASSUM INC,"<Point><coordinates>-71.131504,42.36134</coordinates></Point>",NA,26
1,ADAM BULLEN MEMORIAL FOUNDATION,"<Point><coordinates>-71.867849,42.116038</coordinates></Point>",96430,12
1,ADAM L SLAVEN SCHOLARSHIP FUND,"<Point><coordinates>-70.977556,42.515157</coordinates></Point>",0,21
1,ADAM RUSSELL GELFAND CHARITABLE FOUNDATION,"<Point><coordinates>-71.145359,42.301059</coordinates></Point>",193,29
1,ADAMS AGRICULTURAL FAIR INC,"<Point><coordinates>-73.11862,42.62776</coordinates></Point>",85089,4
1,ADAMS AMBULANCE SERVICE INC,"<Point><coordinates>-73.113459,42.635402</coordinates></Point>",759824,4
1,ADAMS FOUNDATION,"<Point><coordinates>-72.58706,42.282696</coordinates></Point>",32985,6
1,ADAMS HEIGHTS MENS CLUB INC,"<Point><coordinates>-70.980976,42.236517</coordinates></Point>",199032,33
1,ADAMS HISTORICAL SOCIETY INC,"<Point><coordinates>-73.119897,42.623861</coordinates></Point>",0,4
1,ADAMS POOL CORPORATION,"<Point><coordinates>-71.21665,42.45631</coordinates></Point>",112320,24
1,ADAMS TURNERS INC,"<Point><coordinates>-73.110804,42.630469</coordinates></Point>",142135,4
1,ADAMS YOUTH SOCCER ASSOCIATION INC,"<Point><coordinates>-73.1251,42.621508</coordinates></Point>",0,4
1,ADAPT ASSOCIATION OF DATA PROCESSING TRAINERS,"<Point><coordinates>-71.188998,41.933766</coordinates></Point>",0,31
1,ADATH JESHURUN CEMETERY ASSOCIATION INC,"<Point><coordinates>-71.196449,42.328118</coordinates></Point>",121000,29
1,ADATH JESHURUN CEMETERY ASSOCIATION INC PERPETUAL CARE FUND,"<Point><coordinates>-71.196449,42.328118</coordinates></Point>",539477,29
1,ADBC MEMORIAL SOCIETY,"<Point><coordinates>-71.134326,42.302465</coordinates></Point>",24971,2
1,ADCARE EDUCATIONAL INSTITUTE INC,"<Point><coordinates>-71.794579,42.276912</coordinates></Point>",3117210,10
1,ADDGENE INC,"<Point><coordinates>-71.110264,42.369002</coordinates></Point>",4458757,26
1,ADDICTION BEHAVIOR CHANGES CORP,"<Point><coordinates>-71.801757,42.271766</coordinates></Point>",0,10
1,ADDICTION TREATMENT CENTER OF NEW ENGLAND INC,"<Point><coordinates>-71.141654,42.349273</coordinates></Point>",2521452,28
1,ADDICTIONS REFERRAL CENTER INC,"<Point><coordinates>-71.549907,42.346681</coordinates></Point>",53626,14
1,ADDIS CLINIC INC,"<Point><coordinates>-71.228467,42.274786</coordinates></Point>",0,30
1,ADDISON GILBERT HOSPITAL CITIZENS FUND INC,"<Point><coordinates>-70.879123,42.635443</coordinates></Point>",0,20
1,ADELAIDE BREED BAYRD FOUNDATION,"<Point><coordinates>-71.067736,42.425204</coordinates></Point>",822851,23
1,ADELARD A & VALEDA LEA ROY FOUNDATION,"<Point><coordinates>-71.461349,42.293294</coordinates></Point>",991770,15
1,ADELIA C RICHARDS TTEE UW FBO ADELIA RICHARDS SCHOLARSHIP FUND C,"<Point><coordinates>-70.850488,42.156696</coordinates></Point>",4476,35
1,ADELSON FAMILY FOUNDATION,"<Point><coordinates>-71.219409,42.297309</coordinates></Point>",21923436,17
1,ADENOID CYSTIC CARCINOMA RESEARCHFOUNDATION,"<Point><coordinates>-71.232706,42.299405</coordinates></Point>",2551812,17
1,ADIGGA,"<Point><coordinates>-71.915703,42.49987</coordinates></Point>",0,9
1,ADITUS INC,"<Point><coordinates>-72.517766,42.065919</coordinates></Point>",2330212,7
1,ADL ALUMNI ASSOCIATION INC,"<Point><coordinates>-71.17567,42.415637</coordinates></Point>",22882,24
1,ADM CAPITAL FOUNDATION INC,"<Point><coordinates>-71.18172,42.402888</coordinates></Point>",5119259,28
1,ADMINSTRATORS OF SPECIAL EDUCATION,"<Point><coordinates>-71.102596,42.367247</coordinates></Point>",227075,26
1,ADMIRAL SIR ISAAC COFFINS LACASTERIAN SCHOOL,"<Point><coordinates>-70.08665,41.287647</coordinates></Point>",67872,40
1,ADOLESCENT CONSULTATION SERVICES INC,"<Point><coordinates>-71.078994,42.370998</coordinates></Point>",1381482,26
1,ADOLESCENT WELLNESS,"<Point><coordinates>-71.289912,42.31424</coordinates></Point>",9788,29
1,ADOLPH KATTEN FAMILY FOUNDATION,"<Point><coordinates>-71.19397,42.312158</coordinates></Point>",2020,29
1,ADONAI CHRISTIAN CENTER OF SALEM INC,"<Point><coordinates>-70.894636,42.52312</coordinates></Point>",NA,21
1,ADOPT A CAT OF CONCORD,"<Point><coordinates>-71.330349,42.469413</coordinates></Point>",0,16
1,ADOPT A FAMILY FUND,"<Point><coordinates>-71.061993,42.197322</coordinates></Point>",0,32
1,ADOPT-A-PATIENT FOUNDATION INC,"<Point><coordinates>-71.186915,42.73184</coordinates></Point>",1089,19
